ABBR,Sentence_A,Sentence_B,Sentence_C,target,Primary_Expression,Alternative_Expression
ECG,"BACKGROUND: electrocardiogram is one of the most popular tools for daily clinics and health checkup, and has been used for the National Survey on Circulatory Disorders to assess the health status in Japanese people.","BACKGROUND: ECG is one of the most popular tools for daily clinics and health checkup, and has been used for the National Survey on Circulatory Disorders to assess the health status in Japanese people.","BACKGROUND: electrocardiographic is one of the most popular tools for daily clinics and health checkup, and has been used for the National Survey on Circulatory Disorders to assess the health status in Japanese people.",is,,
ECG,An 18-year-old woman of SLE presented with asymptomatic second-degree AV block with 2:1 conduction block on electrocardiogram during admission.,An 18-year-old woman of SLE presented with asymptomatic second-degree AV block with 2:1 conduction block on ECG during admission.,An 18-year-old woman of SLE presented with asymptomatic second-degree AV block with 2:1 conduction block on electrocardiographic during admission.,during,,
ECG,"MAIN OUTCOME MEASURES: Coronary TIMI flow rate, electrocardiogram resolution, slow flow/no reflow phenomenon, and patient outcome (death, cardiac failure, or repeat revascularization) at 1 month.","MAIN OUTCOME MEASURES: Coronary TIMI flow rate, ECG resolution, slow flow/no reflow phenomenon, and patient outcome (death, cardiac failure, or repeat revascularization) at 1 month.","MAIN OUTCOME MEASURES: Coronary TIMI flow rate, electrocardiographic resolution, slow flow/no reflow phenomenon, and patient outcome (death, cardiac failure, or repeat revascularization) at 1 month.",resolution,,
ECT,Both patients were successfully treated with el ECT roconvulsive therapy and.,Both patients were successfully treated with el ECT roconvulsive therapy ECT and.,Both patients were successfully treated with el ECT roconvulsive therapy and.,and,,
ECT,"Treatment options for depression in PD include medication therapy, el ECT roconvulsive therapy, and psychotherapy therefore.","Treatment options for depression in PD include medication therapy, el ECT roconvulsive therapy ECT, and psychotherapy therefore.","Treatment options for depression in PD include medication therapy, el ECT roconvulsive therapy, and psychotherapy therefore.",therefore,,
ECT,Bipolar disorders as well as recurrent major depressive episodes can be most eff ECT ively treated with el ECT roconvulsive therapy and.,Bipolar disorders as well as recurrent major depressive episodes can be most eff ECT ively treated with el ECT roconvulsive therapy ECT and.,Bipolar disorders as well as recurrent major depressive episodes can be most eff ECT ively treated with el ECT roconvulsive therapy and.,and,,
ECT,INTRODUCTION AND AIM: el ECT roconvulsive therapy is an eff ECT ive treatment of severe depression but its mechanism of action is still unknown therefore.,INTRODUCTION AND AIM: el ECT roconvulsive therapy ECT is an eff ECT ive treatment of severe depression but its mechanism of action is still unknown therefore.,INTRODUCTION AND AIM: el ECT roconvulsive therapy is an eff ECT ive treatment of severe depression but its mechanism of action is still unknown therefore.,therefore,,
ECT,el ECT roconvulsive therapy is used in the treatment of severe psychiatric disorders and.,el ECT roconvulsive therapy ECT is used in the treatment of severe psychiatric disorders and.,el ECT roconvulsive therapy is used in the treatment of severe psychiatric disorders and.,and,,
EDD,"At the latest echocardiographic follow up, mean peak pressure gradient was 15.60 +/- 11.76 mmHg, homograft regurgitation grade was 0.82 +/- 0.66, left ventricular End-diastolic diameter was 49.1 +/- 7.54 mm, and mean aortic root diameter was 30.54 +/- 5.48 mm.","At the latest echocardiographic follow up, mean peak pressure gradient was 15.60 +/- 11.76 mmHg, homograft regurgitation grade was 0.82 +/- 0.66, left ventricular EDD was 49.1 +/- 7.54 mm, and mean aortic root diameter was 30.54 +/- 5.48 mm.","At the latest echocardiographic follow up, mean peak pressure gradient was 15.60 +/- 11.76 mmHg, homograft regurgitation grade was 0.82 +/- 0.66, left ventricular end-diastolic dimension was 49.1 +/- 7.54 mm, and mean aortic root diameter was 30.54 +/- 5.48 mm.",mm,,
EDD,"LV EF and LV End-diastolic diameter were measured by echocardiography at baseline, 3 mo (Pos1), and 6 mo (Pos2) after revascularization.","LV EF and LV EDD were measured by echocardiography at baseline, 3 mo (Pos1), and 6 mo (Pos2) after revascularization.","LV EF and LV end-diastolic dimension were measured by echocardiography at baseline, 3 mo (Pos1), and 6 mo (Pos2) after revascularization.",were,,
EDD,METHODS AND RESULTS: The study group was composed of 59 patients (55 men aged 58 +/- 10 years) with CHF and LV End-diastolic diameter >55 mm.,METHODS AND RESULTS: The study group was composed of 59 patients (55 men aged 58 +/- 10 years) with CHF and LV EDD >55 mm.,METHODS AND RESULTS: The study group was composed of 59 patients (55 men aged 58 +/- 10 years) with CHF and LV end-diastolic dimension >55 mm.,mm,,
EDD,"Baseline End-diastolic diameter was increased, with no change in left ventricular wall thickness-to-radius ratio, after training, suggestive of eccentric left ventricular hypertrophy.","Baseline EDD was increased, with no change in left ventricular wall thickness-to-radius ratio, after training, suggestive of eccentric left ventricular hypertrophy.","Baseline end-diastolic dimension was increased, with no change in left ventricular wall thickness-to-radius ratio, after training, suggestive of eccentric left ventricular hypertrophy.",was,,
EDD,"The average End-diastolic diameter of all patients was 68 mm, with a mean standard deviation of 4 mm and a 95% confidence interval of 8 mm.","The average EDD of all patients was 68 mm, with a mean standard deviation of 4 mm and a 95% confidence interval of 8 mm.","The average end-diastolic dimension of all patients was 68 mm, with a mean standard deviation of 4 mm and a 95% confidence interval of 8 mm.",of,,
EHL,We present one case of retained CBD stone after 2 failed endoscopic sphincterotomies and balloon/basket extraction treated by electrohydraulic lithotripsy therefore.,We present one case of retained CBD stone after 2 failed endoscopic sphincterotomies and balloon/basket extraction treated by EHL therefore.,We present one case of retained CBD stone after 2 failed endoscopic sphincterotomies and balloon/basket extraction treated by extensor hallucis longus therefore.,therefore,,
EHL,"Conventional methods, including electrohydraulic lithotripsy, occasionally fail due to the inability to access or capture the impacted stones in the narrow, spirally long cystic duct.","Conventional methods, including EHL, occasionally fail due to the inability to access or capture the impacted stones in the narrow, spirally long cystic duct.","Conventional methods, including extensor hallucis longus, occasionally fail due to the inability to access or capture the impacted stones in the narrow, spirally long cystic duct.",occasionally,,
EHL,"The indications were: firstly, SODAC-guided electrohydraulic lithotripsy of stones in which conventional methods, including mechanical lithotripsy, had not been successful (52 SODAC procedures in 26 patients); and secondly, direct visualization of the biliary tree after cholangiography to assess the presence of stones (57 SODAC procedures in 49 patients).","The indications were: firstly, SODAC-guided EHL of stones in which conventional methods, including mechanical lithotripsy, had not been successful (52 SODAC procedures in 26 patients); and secondly, direct visualization of the biliary tree after cholangiography to assess the presence of stones (57 SODAC procedures in 49 patients).","The indications were: firstly, SODAC-guided extensor hallucis longus of stones in which conventional methods, including mechanical lithotripsy, had not been successful (52 SODAC procedures in 26 patients); and secondly, direct visualization of the biliary tree after cholangiography to assess the presence of stones (57 SODAC procedures in 49 patients).",of,,
