abbr,sentence_a,sentence_b,sentence_c
CML,"Our results can explain the absence of clonal myeloproliferative disorders in mice (lifetime, 2 years), are consistent with clinical observations in cats, and provide insight into the progression of chronic myelogenous leukemia  in humans.","Our results can explain the absence of clonal myeloproliferative disorders in mice (lifetime, 2 years), are consistent with clinical observations in cats, and provide insight into the progression of chronic myelogenous leukemia ( CML ) in humans.","Our results can explain the absence of clonal myeloproliferative disorders in mice (lifetime, 2 years), are consistent with clinical observations in cats, and provide insight into the progression of chronic myelogenous leukemia ( CML ) in humans."
CML,Selective inhibition of the BCR/ABL tyrosine kinase by imatinib has become a first-line therapy for chronic myelogenous leukemia .,Selective inhibition of the BCR/ABL tyrosine kinase by imatinib has become a first-line therapy for chronic myelogenous leukemia ( CML ).,Selective inhibition of the BCR/ABL tyrosine kinase by imatinib has become a first-line therapy for chronic myelogenous leukemia ( CML ).
CML,"Furthermore, ZnPcS2P2-PDT down-regulated the expression of chimaeric Bcr-Abl oncoprotein, which is the molecular hallmark of chronic myelogenous leukemia .","Furthermore, ZnPcS2P2-PDT down-regulated the expression of chimaeric Bcr-Abl oncoprotein, which is the molecular hallmark of chronic myelogenous leukemia ( CML ).","Furthermore, ZnPcS2P2-PDT down-regulated the expression of chimaeric Bcr-Abl oncoprotein, which is the molecular hallmark of chronic myelogenous leukemia ( CML )."
CML,"chronic myelogenous leukemia  is characterized by its hallmark oncogene BCR-ABL and the progression from a chronic phase toward an acute leukemia, with a differentiation arrest of the leukemic clone.","chronic myelogenous leukemia ( CML ) is characterized by its hallmark oncogene BCR-ABL and the progression from a chronic phase toward an acute leukemia, with a differentiation arrest of the leukemic clone.","chronic myelogenous leukemia ( CML ) is characterized by its hallmark oncogene BCR-ABL and the progression from a chronic phase toward an acute leukemia, with a differentiation arrest of the leukemic clone."
CML,Pregnancy under treatment of imatinib and successful labor in a patient with chronic myelogenous leukemia . Outcome of discontinuation of imatinib therapy after achieving a molecular remission.,Pregnancy under treatment of imatinib and successful labor in a patient with chronic myelogenous leukemia ( CML ). Outcome of discontinuation of imatinib therapy after achieving a molecular remission.,Pregnancy under treatment of imatinib and successful labor in a patient with chronic myelogenous leukemia ( CML ). Outcome of discontinuation of imatinib therapy after achieving a molecular remission.
CML,BACKGROUND: Myelofibrosis is associated historically with a poor prognosis in patients with chronic myelogenous leukemia .,BACKGROUND: Myelofibrosis is associated historically with a poor prognosis in patients with chronic myelogenous leukemia ( CML ).,BACKGROUND: Myelofibrosis is associated historically with a poor prognosis in patients with chronic myelogenous leukemia ( CML ).
CMP,The role of oxidation injury as an important factor in the pathophysiology of cardiomyopathy  has recently gained increasing interest.,The role of oxidation injury as an important factor in the pathophysiology of cardiomyopathy ( CMP ) has recently gained increasing interest.,The role of oxidation injury as an important factor in the pathophysiology of cardiomyopathy ( CMP ) has recently gained increasing interest.
CMP,We investigated the prevalence and the characteristics of elderly patients with traditional dilated and nondilated cardiomyopathy .,We investigated the prevalence and the characteristics of elderly patients with traditional dilated and nondilated cardiomyopathy ( CMP ).,We investigated the prevalence and the characteristics of elderly patients with traditional dilated and nondilated cardiomyopathy ( CMP ).
CMP,"The leading etiologies were dilated cardiomyopathy , 68.5%; ischemic CMP , 20.2%; and valvular CMP , 4.2%.","The leading etiologies were dilated cardiomyopathy ( CMP ), 68.5%; ischemic CMP , 20.2%; and valvular CMP , 4.2%.","The leading etiologies were dilated cardiomyopathy ( CMP ), 68.5%; ischemic CMP , 20.2%; and valvular CMP , 4.2%."
CMP,Peripartum cardiomyopathy  represents an intriguing and incompletely characterised cause of heart failure arising in women without previously known heart disease during last trimester of pregnancy or first 20 weeks after birth.,Peripartum cardiomyopathy ( CMP ) represents an intriguing and incompletely characterised cause of heart failure arising in women without previously known heart disease during last trimester of pregnancy or first 20 weeks after birth.,Peripartum cardiomyopathy ( CMP ) represents an intriguing and incompletely characterised cause of heart failure arising in women without previously known heart disease during last trimester of pregnancy or first 20 weeks after birth.
CMP,"BACKGROUND: Activation of T lymphocytes is thought to mediate myocardial dysfunction in dilated cardiomyopathy , probably through cytotoxic cytokines, but its value as a prognostic factor has not been evaluated.","BACKGROUND: Activation of T lymphocytes is thought to mediate myocardial dysfunction in dilated cardiomyopathy ( CMP ), probably through cytotoxic cytokines, but its value as a prognostic factor has not been evaluated.","BACKGROUND: Activation of T lymphocytes is thought to mediate myocardial dysfunction in dilated cardiomyopathy ( CMP ), probably through cytotoxic cytokines, but its value as a prognostic factor has not been evaluated."
CMP,"XLDCM is a rapidly progressive, almost exclusively myocardial disorder, starting in teenage males as heart failure due to dilative cardiomyopathy , leading to death from intractable heart failure within 1-2 years after diagnosis.","XLDCM is a rapidly progressive, almost exclusively myocardial disorder, starting in teenage males as heart failure due to dilative cardiomyopathy ( CMP ), leading to death from intractable heart failure within 1-2 years after diagnosis.","XLDCM is a rapidly progressive, almost exclusively myocardial disorder, starting in teenage males as heart failure due to dilative cardiomyopathy ( CMP ), leading to death from intractable heart failure within 1-2 years after diagnosis."
CMP,BACKGROUND: Recent experimental and clinical studies have shown that cardiomyopathy  can be associated with disorders of oxidative metabolism in cardiomyocyte mitochondria.,BACKGROUND: Recent experimental and clinical studies have shown that cardiomyopathy ( CMP ) can be associated with disorders of oxidative metabolism in cardiomyocyte mitochondria.,BACKGROUND: Recent experimental and clinical studies have shown that cardiomyopathy ( CMP ) can be associated with disorders of oxidative metabolism in cardiomyocyte mitochondria.
CMP,Echocardiographic quantitation of myocardial texture for diagnosis of early cardiomyopathy  remains problematic.,Echocardiographic quantitation of myocardial texture for diagnosis of early cardiomyopathy ( CMP ) remains problematic.,Echocardiographic quantitation of myocardial texture for diagnosis of early cardiomyopathy ( CMP ) remains problematic.
